origin,destination,weight,distance,carrier,season,weather_score,traffic_score,is_delayed,delay_days
Mumbai,Chennai,1973,800,DTDC,Winter,8,4,1,3
Ahmedabad,Bangalore,3855,800,DHL,Winter,5,3,1,2
Kolkata,Bangalore,3445,1900,Delhivery,Winter,2,9,1,4
Hyderabad,Ahmedabad,4720,800,Delhivery,Summer,8,5,1,4
Ahmedabad,Hyderabad,571,800,FedEx,Winter,5,4,0,0
Bangalore,Chennai,2431,350,Delhivery,Winter,10,10,0,0
Lucknow,Bangalore,4727,800,DHL,Winter,10,9,0,0
Bangalore,Jaipur,2145,800,Delhivery,Winter,3,4,0,0
Kolkata,Jaipur,2071,800,DHL,Autumn,7,6,1,3
Hyderabad,Pune,2190,800,DHL,Autumn,4,10,1,3
Jaipur,Chennai,1970,800,BlueDart,Winter,10,1,0,0
Kolkata,Chennai,3889,1660,FedEx,Winter,6,2,0,0
Mumbai,Chennai,3289,800,DTDC,Winter,10,4,1,4
Chennai,Hyderabad,3894,800,BlueDart,Monsoon,8,9,1,5
Kolkata,Bangalore,3280,1900,DTDC,Winter,1,6,0,0
Lucknow,Pune,4697,800,DHL,Winter,2,6,0,0
Lucknow,Ahmedabad,592,800,BlueDart,Autumn,8,9,0,0
Kolkata,Bangalore,1623,1900,Delhivery,Autumn,7,4,1,4
Ahmedabad,Lucknow,1111,800,Delhivery,Autumn,10,3,1,4
Chennai,Hyderabad,298,800,DTDC,Summer,9,7,1,4
Mumbai,Lucknow,3869,800,DHL,Monsoon,2,7,1,3
Kolkata,Pune,3070,800,DTDC,Winter,8,9,1,4
Ahmedabad,Pune,2936,800,FedEx,Autumn,6,6,0,0
Lucknow,Hyderabad,4112,800,Delhivery,Summer,1,2,0,0
Lucknow,Delhi,1193,800,BlueDart,Winter,4,6,0,0
Hyderabad,Lucknow,4345,800,BlueDart,Winter,2,8,0,0
Kolkata,Ahmedabad,1456,800,BlueDart,Autumn,7,6,0,0
Chennai,Jaipur,1759,800,Delhivery,Winter,9,9,0,0
Delhi,Mumbai,1913,800,DHL,Winter,6,4,1,3
Chennai,Hyderabad,3185,800,Delhivery,Winter,4,3,0,0
Lucknow,Mumbai,1087,800,Delhivery,Autumn,5,5,1,3
Lucknow,Pune,2387,800,BlueDart,Summer,1,3,0,0
Bangalore,Jaipur,857,800,Delhivery,Winter,4,2,1,2
Lucknow,Mumbai,2886,800,BlueDart,Summer,10,2,1,3
Mumbai,Lucknow,1249,800,DHL,Winter,3,4,0,0
Pune,Delhi,1342,800,FedEx,Autumn,9,3,1,3
Kolkata,Lucknow,3516,800,BlueDart,Summer,6,9,0,0
Chennai,Mumbai,2389,800,DTDC,Autumn,4,7,0,0
Pune,Lucknow,4801,800,FedEx,Monsoon,3,6,1,3
Ahmedabad,Chennai,4132,800,DHL,Winter,4,10,1,3
Delhi,Lucknow,3247,800,FedEx,Monsoon,8,8,1,5
Mumbai,Pune,2375,800,BlueDart,Monsoon,5,9,1,4
Chennai,Ahmedabad,2422,800,DHL,Monsoon,1,3,1,3
Pune,Kolkata,3184,800,DTDC,Winter,5,10,0,0
Delhi,Lucknow,382,800,BlueDart,Autumn,8,7,1,4
Bangalore,Delhi,1959,800,BlueDart,Monsoon,4,9,0,0
Mumbai,Bangalore,254,800,DHL,Summer,2,1,1,1
Mumbai,Lucknow,1850,800,DHL,Winter,3,10,1,3
Bangalore,Chennai,3437,350,FedEx,Autumn,9,9,1,4
Kolkata,Jaipur,134,800,DTDC,Autumn,7,7,1,4
Bangalore,Lucknow,4642,800,FedEx,Monsoon,3,10,1,4
Mumbai,Jaipur,2763,800,FedEx,Winter,5,4,0,0
Mumbai,Kolkata,1929,800,BlueDart,Monsoon,3,6,0,0
Pune,Mumbai,1645,800,DHL,Summer,10,6,1,4
Lucknow,Chennai,1435,800,BlueDart,Autumn,4,6,0,0
Delhi,Lucknow,1550,800,DTDC,Autumn,8,2,1,3
Bangalore,Delhi,540,800,FedEx,Winter,3,5,1,2
Delhi,Chennai,4359,800,DTDC,Autumn,3,7,0,0
Bangalore,Jaipur,3113,800,DHL,Winter,8,6,0,0
Ahmedabad,Hyderabad,4766,800,DHL,Monsoon,10,3,0,0
Mumbai,Jaipur,1811,800,Delhivery,Summer,10,5,1,4
Lucknow,Ahmedabad,1046,800,DTDC,Winter,7,8,0,0
Pune,Kolkata,3738,800,BlueDart,Monsoon,7,5,0,0
Lucknow,Jaipur,4021,800,DTDC,Summer,10,10,1,5
Lucknow,Chennai,3473,800,FedEx,Autumn,2,3,0,0
Lucknow,Hyderabad,1152,800,DHL,Summer,7,9,0,0
Delhi,Bangalore,1765,800,DHL,Summer,10,3,0,0
Bangalore,Delhi,4850,800,DTDC,Summer,10,2,0,0
Jaipur,Delhi,1639,800,DTDC,Autumn,3,6,0,0
Ahmedabad,Pune,772,800,DTDC,Winter,7,8,0,0
Chennai,Delhi,4899,800,FedEx,Winter,4,6,1,3
Lucknow,Delhi,4849,800,FedEx,Summer,8,1,0,0
Kolkata,Lucknow,3967,800,BlueDart,Monsoon,8,8,1,5
Delhi,Pune,567,800,DTDC,Monsoon,6,1,0,0
Pune,Bangalore,4631,800,BlueDart,Summer,3,9,0,0
Chennai,Bangalore,849,350,Delhivery,Summer,6,8,0,0
Jaipur,Ahmedabad,12,800,FedEx,Monsoon,6,6,1,4
Kolkata,Hyderabad,1061,800,DHL,Summer,3,2,0,0
Jaipur,Hyderabad,1414,800,Delhivery,Summer,4,9,0,0
Chennai,Jaipur,166,800,DHL,Winter,2,8,1,2
Lucknow,Jaipur,1947,800,Delhivery,Winter,1,4,0,0
Kolkata,Mumbai,520,800,BlueDart,Summer,2,2,0,0
Jaipur,Bangalore,3414,800,BlueDart,Summer,7,6,1,3
Pune,Ahmedabad,4792,800,FedEx,Autumn,10,1,1,3
Bangalore,Ahmedabad,1147,800,DHL,Winter,5,7,1,3
Mumbai,Pune,3924,800,Delhivery,Summer,9,1,1,3
Bangalore,Jaipur,3331,800,DTDC,Autumn,3,6,0,0
Chennai,Ahmedabad,4676,800,DTDC,Autumn,2,5,0,0
Delhi,Chennai,724,800,FedEx,Autumn,4,10,0,0
Mumbai,Bangalore,2296,800,DHL,Autumn,2,3,1,2
Ahmedabad,Pune,2664,800,DTDC,Winter,7,6,0,0
Pune,Mumbai,1000,800,FedEx,Autumn,10,4,0,0
Ahmedabad,Bangalore,4439,800,FedEx,Winter,6,6,0,0
Kolkata,Chennai,2170,1660,DHL,Autumn,8,4,1,4
Mumbai,Delhi,4467,800,DTDC,Autumn,5,1,1,2
Ahmedabad,Kolkata,2154,800,DTDC,Monsoon,2,5,0,0
Ahmedabad,Bangalore,2073,800,DTDC,Winter,4,8,1,3
Jaipur,Delhi,2613,800,BlueDart,Monsoon,1,6,0,0
Bangalore,Chennai,1987,350,DTDC,Monsoon,2,10,0,0
Jaipur,Pune,385,800,Delhivery,Autumn,4,9,1,3
Mumbai,Ahmedabad,751,800,BlueDart,Winter,6,4,0,0
Mumbai,Pune,4495,800,BlueDart,Summer,4,10,0,0
Chennai,Ahmedabad,2677,800,BlueDart,Autumn,4,9,1,3
Jaipur,Hyderabad,1250,800,BlueDart,Winter,10,8,1,4
Hyderabad,Bangalore,3480,800,FedEx,Monsoon,10,3,1,4
Bangalore,Jaipur,4929,800,Delhivery,Winter,2,6,1,2
Mumbai,Pune,2377,800,DHL,Autumn,9,4,1,3
Chennai,Pune,2253,800,DTDC,Winter,10,1,1,3
Jaipur,Hyderabad,3559,800,BlueDart,Monsoon,8,9,1,5
Bangalore,Hyderabad,427,800,DHL,Winter,8,4,0,0
Jaipur,Pune,616,800,FedEx,Winter,5,5,1,3
Ahmedabad,Kolkata,577,800,DHL,Monsoon,3,3,0,0
Chennai,Lucknow,553,800,BlueDart,Autumn,6,4,0,0
Bangalore,Lucknow,893,800,Delhivery,Summer,9,9,1,4
Lucknow,Mumbai,4808,800,DHL,Monsoon,8,7,0,0
Kolkata,Ahmedabad,1233,800,BlueDart,Monsoon,7,8,1,4
Kolkata,Pune,2903,800,BlueDart,Autumn,8,3,0,0
Bangalore,Chennai,2078,350,DTDC,Autumn,4,3,0,0
Jaipur,Ahmedabad,3719,800,DTDC,Winter,6,7,0,0
Chennai,Pune,1796,800,Delhivery,Monsoon,5,8,0,0
Kolkata,Delhi,1467,1500,DTDC,Winter,2,5,1,3
Chennai,Pune,1924,800,Delhivery,Winter,8,1,0,0
Kolkata,Mumbai,87,800,FedEx,Autumn,3,3,0,0
Ahmedabad,Kolkata,3623,800,FedEx,Autumn,5,5,0,0
Jaipur,Lucknow,1318,800,DTDC,Winter,8,3,1,3
Ahmedabad,Pune,657,800,FedEx,Monsoon,9,1,0,0
Kolkata,Pune,2197,800,DHL,Monsoon,9,7,1,5
Lucknow,Delhi,562,800,DHL,Winter,5,1,0,0
Lucknow,Pune,291,800,DHL,Summer,2,10,0,0
Ahmedabad,Bangalore,1291,800,FedEx,Summer,7,6,0,0
Lucknow,Pune,1856,800,DHL,Autumn,7,6,0,0
Kolkata,Bangalore,2497,1900,Delhivery,Monsoon,8,7,1,6
Bangalore,Pune,2803,800,BlueDart,Winter,8,1,0,0
Ahmedabad,Delhi,3721,800,DTDC,Winter,5,3,0,0
Delhi,Kolkata,4209,1500,Delhivery,Monsoon,1,9,1,4
Jaipur,Hyderabad,4871,800,DHL,Autumn,4,2,0,0
Lucknow,Jaipur,2786,800,BlueDart,Autumn,4,5,1,2
Lucknow,Kolkata,1606,800,DTDC,Summer,3,3,0,0
Mumbai,Lucknow,489,800,Delhivery,Monsoon,8,5,0,0
Hyderabad,Kolkata,3322,800,DTDC,Monsoon,3,7,1,4
Ahmedabad,Jaipur,3228,800,FedEx,Winter,5,1,0,0
Pune,Mumbai,1973,800,DHL,Monsoon,2,3,1,3
Lucknow,Ahmedabad,2152,800,Delhivery,Summer,6,6,1,3
Jaipur,Chennai,3908,800,Delhivery,Monsoon,6,7,1,4
Delhi,Hyderabad,2082,800,BlueDart,Winter,8,10,1,4
Lucknow,Hyderabad,1305,800,BlueDart,Summer,8,3,1,3
Delhi,Hyderabad,948,800,BlueDart,Winter,1,4,0,0
Kolkata,Mumbai,771,800,DTDC,Monsoon,5,6,1,4
Kolkata,Lucknow,4759,800,DHL,Autumn,2,5,0,0
Hyderabad,Delhi,1679,800,DTDC,Monsoon,10,9,1,6
Bangalore,Lucknow,3872,800,DHL,Monsoon,5,1,0,0
Pune,Delhi,2695,800,Delhivery,Winter,10,5,0,0
Mumbai,Lucknow,3909,800,DTDC,Autumn,9,1,1,3
Hyderabad,Ahmedabad,1941,800,DTDC,Monsoon,4,8,1,4
Chennai,Lucknow,3949,800,DTDC,Summer,8,7,1,4
Mumbai,Ahmedabad,1136,800,FedEx,Summer,1,5,0,0
Ahmedabad,Hyderabad,3307,800,DHL,Winter,8,6,0,0
Jaipur,Delhi,4680,800,DHL,Winter,6,4,0,0
Chennai,Jaipur,1213,800,DTDC,Autumn,8,9,1,4
Chennai,Bangalore,4145,350,FedEx,Winter,6,3,0,0
Hyderabad,Pune,3782,800,DTDC,Autumn,3,2,1,2
Bangalore,Hyderabad,529,800,DHL,Monsoon,8,7,1,5
Hyderabad,Bangalore,2293,800,Delhivery,Summer,5,2,0,0
Ahmedabad,Mumbai,4568,800,FedEx,Summer,10,6,1,4
Lucknow,Pune,492,800,FedEx,Summer,5,8,0,0
Lucknow,Bangalore,2487,800,DTDC,Winter,7,3,1,3
Bangalore,Delhi,3103,800,Delhivery,Winter,6,3,0,0
Ahmedabad,Mumbai,352,800,DHL,Monsoon,9,3,0,0
Bangalore,Kolkata,1472,1900,BlueDart,Winter,7,1,0,0
Delhi,Jaipur,1212,800,DHL,Autumn,3,9,0,0
Lucknow,Bangalore,1631,800,DHL,Summer,5,5,1,3
Chennai,Mumbai,2408,800,Delhivery,Monsoon,9,9,1,5
Pune,Chennai,3606,800,FedEx,Autumn,10,5,1,4
Jaipur,Lucknow,3545,800,DHL,Autumn,2,7,1,2
Ahmedabad,Mumbai,2887,800,FedEx,Winter,1,1,0,0
Mumbai,Bangalore,2400,800,Delhivery,Winter,8,9,0,0
Bangalore,Lucknow,3361,800,Delhivery,Summer,8,1,1,3
Jaipur,Delhi,2923,800,DTDC,Monsoon,2,4,0,0
Mumbai,Chennai,1199,800,BlueDart,Autumn,8,7,0,0
Jaipur,Ahmedabad,2350,800,Delhivery,Winter,5,9,0,0
Pune,Bangalore,3590,800,Delhivery,Winter,2,1,0,0
Mumbai,Lucknow,1613,800,FedEx,Monsoon,7,6,0,0
Hyderabad,Ahmedabad,3307,800,Delhivery,Monsoon,7,10,1,5
Kolkata,Bangalore,607,1900,DHL,Winter,3,5,0,0
Hyderabad,Lucknow,654,800,DTDC,Winter,1,3,0,0
Lucknow,Mumbai,4553,800,DTDC,Summer,4,10,1,3
Kolkata,Bangalore,2912,1900,DHL,Monsoon,2,2,1,3
Hyderabad,Mumbai,773,800,Delhivery,Autumn,4,1,0,0
Kolkata,Delhi,4840,1500,BlueDart,Winter,8,2,1,3
Kolkata,Jaipur,1652,800,Delhivery,Winter,2,4,0,0
Chennai,Pune,2307,800,DTDC,Winter,1,6,0,0
Bangalore,Delhi,4706,800,BlueDart,Winter,3,5,0,0
Bangalore,Delhi,2182,800,FedEx,Summer,10,4,1,4
Chennai,Lucknow,2170,800,FedEx,Monsoon,7,8,1,4
Jaipur,Hyderabad,3759,800,Delhivery,Winter,6,7,1,3
Delhi,Hyderabad,2932,800,Delhivery,Monsoon,6,4,1,4
Jaipur,Hyderabad,589,800,BlueDart,Autumn,7,10,0,0
Mumbai,Lucknow,3814,800,BlueDart,Autumn,8,5,1,3
Mumbai,Pune,4888,800,Delhivery,Autumn,3,10,0,0
Kolkata,Lucknow,2378,800,DTDC,Autumn,3,5,1,3
Hyderabad,Chennai,3942,800,FedEx,Monsoon,10,3,0,0
Hyderabad,Delhi,4637,800,BlueDart,Autumn,8,9,0,0
Bangalore,Jaipur,3370,800,DTDC,Autumn,7,5,0,0
Ahmedabad,Chennai,4717,800,Delhivery,Winter,10,10,0,0
Jaipur,Lucknow,1110,800,DHL,Winter,5,2,0,0
Lucknow,Chennai,1680,800,BlueDart,Winter,4,4,1,2
Pune,Jaipur,2230,800,DHL,Summer,6,4,0,0
Hyderabad,Lucknow,4980,800,DTDC,Winter,9,5,1,4
Pune,Lucknow,226,800,FedEx,Autumn,6,8,0,0
Kolkata,Chennai,385,1660,DTDC,Monsoon,8,5,1,5
Pune,Mumbai,1619,800,FedEx,Autumn,1,1,0,0
Lucknow,Bangalore,4116,800,DTDC,Monsoon,6,2,1,4
Chennai,Lucknow,3849,800,BlueDart,Autumn,2,3,1,2
Lucknow,Chennai,2949,800,BlueDart,Summer,3,3,0,0
Pune,Kolkata,4072,800,DHL,Winter,6,10,0,0
Lucknow,Ahmedabad,1623,800,DTDC,Autumn,2,6,0,0
Delhi,Hyderabad,3689,800,DTDC,Winter,4,9,0,0
Kolkata,Chennai,4923,1660,DHL,Summer,6,10,1,4
Jaipur,Delhi,1306,800,Delhivery,Summer,5,1,0,0
Chennai,Delhi,4006,800,DTDC,Winter,6,6,1,3
Hyderabad,Chennai,4796,800,DTDC,Winter,6,9,1,4
Mumbai,Lucknow,1165,800,DTDC,Monsoon,8,4,1,4
Jaipur,Pune,4889,800,Delhivery,Winter,9,10,0,0
Mumbai,Chennai,2376,800,BlueDart,Winter,5,3,1,2
Kolkata,Lucknow,2901,800,DHL,Monsoon,6,6,0,0
Chennai,Hyderabad,1982,800,Delhivery,Autumn,6,6,1,3
Bangalore,Chennai,794,350,FedEx,Monsoon,6,2,1,3
Hyderabad,Kolkata,4502,800,FedEx,Autumn,2,5,0,0
Delhi,Kolkata,1091,1500,Delhivery,Autumn,4,1,0,0
Bangalore,Jaipur,2043,800,Delhivery,Autumn,1,9,0,0
Kolkata,Hyderabad,1624,800,BlueDart,Monsoon,1,9,0,0
Jaipur,Pune,4565,800,FedEx,Monsoon,1,3,1,3
Delhi,Lucknow,2426,800,DHL,Summer,7,5,0,0
Lucknow,Chennai,4651,800,DTDC,Autumn,1,3,0,0
Pune,Ahmedabad,3663,800,DTDC,Monsoon,6,7,1,4
Delhi,Bangalore,506,800,BlueDart,Summer,2,1,0,0
Kolkata,Ahmedabad,514,800,BlueDart,Autumn,6,5,0,0
Ahmedabad,Jaipur,3396,800,FedEx,Monsoon,6,6,1,4
Pune,Ahmedabad,2218,800,DHL,Monsoon,3,7,1,4
Mumbai,Pune,4823,800,DHL,Monsoon,8,3,1,4
Hyderabad,Jaipur,3226,800,Delhivery,Winter,4,7,1,3
Mumbai,Pune,3676,800,BlueDart,Summer,7,4,1,3
Delhi,Hyderabad,1418,800,DTDC,Monsoon,4,10,0,0
Mumbai,Pune,4374,800,DTDC,Winter,1,6,0,0
Kolkata,Bangalore,4087,1900,FedEx,Summer,6,5,1,4
Lucknow,Kolkata,1487,800,DTDC,Summer,5,4,1,3
Jaipur,Ahmedabad,4970,800,DHL,Winter,9,6,0,0
Hyderabad,Lucknow,2407,800,DHL,Summer,9,3,1,3
Mumbai,Bangalore,119,800,BlueDart,Winter,8,3,0,0
Mumbai,Kolkata,3564,800,FedEx,Autumn,7,5,0,0
Delhi,Pune,659,800,DTDC,Monsoon,2,5,0,0
Jaipur,Mumbai,1509,800,BlueDart,Winter,8,9,0,0
Bangalore,Delhi,605,800,Delhivery,Summer,3,4,0,0
Mumbai,Lucknow,988,800,Delhivery,Summer,6,5,1,3
Kolkata,Pune,740,800,DTDC,Autumn,10,9,0,0
Ahmedabad,Pune,66,800,DTDC,Autumn,7,4,0,0
Hyderabad,Ahmedabad,2253,800,DTDC,Autumn,6,3,1,3
Mumbai,Chennai,1711,800,DHL,Autumn,5,7,1,3
Kolkata,Bangalore,1296,1900,DTDC,Autumn,4,7,0,0
Kolkata,Delhi,121,1500,Delhivery,Monsoon,2,8,1,4
Hyderabad,Ahmedabad,4816,800,DTDC,Winter,9,4,1,4
Bangalore,Kolkata,1211,1900,FedEx,Autumn,7,4,0,0
Kolkata,Hyderabad,957,800,Delhivery,Autumn,7,9,1,4
Ahmedabad,Bangalore,4131,800,FedEx,Monsoon,4,10,1,4
Kolkata,Ahmedabad,767,800,Delhivery,Winter,5,7,0,0
Kolkata,Bangalore,3398,1900,BlueDart,Autumn,6,3,0,0
Kolkata,Jaipur,1851,800,Delhivery,Winter,2,9,1,3
Lucknow,Jaipur,3545,800,Delhivery,Winter,4,5,0,0
Lucknow,Chennai,2303,800,FedEx,Monsoon,4,4,0,0
Bangalore,Lucknow,1114,800,FedEx,Monsoon,4,1,0,0
Mumbai,Pune,671,800,Delhivery,Autumn,7,9,1,4
Kolkata,Bangalore,918,1900,Delhivery,Summer,7,6,1,4
Jaipur,Ahmedabad,4627,800,DHL,Monsoon,7,2,0,0
Mumbai,Delhi,1866,800,BlueDart,Winter,7,7,0,0
Bangalore,Chennai,2321,350,BlueDart,Winter,2,3,0,0
Chennai,Ahmedabad,799,800,DTDC,Autumn,5,6,0,0
Mumbai,Kolkata,181,800,Delhivery,Autumn,10,8,0,0
Mumbai,Pune,4370,800,Delhivery,Autumn,2,3,1,2
Pune,Bangalore,1996,800,Delhivery,Winter,5,5,0,0
Delhi,Mumbai,1895,800,Delhivery,Monsoon,6,6,0,0
Pune,Lucknow,485,800,BlueDart,Summer,3,1,0,0
Ahmedabad,Hyderabad,1059,800,FedEx,Monsoon,6,10,1,5
Lucknow,Pune,4139,800,DHL,Summer,5,7,0,0
Lucknow,Bangalore,2321,800,FedEx,Monsoon,4,4,0,0
Delhi,Jaipur,1171,800,FedEx,Autumn,10,10,1,4
Hyderabad,Delhi,825,800,BlueDart,Winter,9,7,0,0
Hyderabad,Chennai,3776,800,DHL,Summer,8,7,0,0
Bangalore,Chennai,2932,350,Delhivery,Monsoon,7,5,0,0
Delhi,Mumbai,763,800,BlueDart,Winter,1,8,1,2
Mumbai,Pune,4671,800,BlueDart,Summer,9,8,1,4
Hyderabad,Delhi,471,800,DHL,Summer,9,5,0,0
Kolkata,Chennai,3249,1660,DTDC,Winter,6,5,0,0
Jaipur,Lucknow,2712,800,BlueDart,Autumn,7,7,0,0
Mumbai,Ahmedabad,90,800,FedEx,Winter,3,6,0,0
Ahmedabad,Jaipur,2814,800,FedEx,Autumn,5,4,1,2
Kolkata,Delhi,879,1500,Delhivery,Monsoon,7,2,1,4
Kolkata,Pune,4704,800,BlueDart,Monsoon,1,8,0,0
Delhi,Ahmedabad,816,800,Delhivery,Winter,1,3,0,0
Bangalore,Lucknow,1944,800,BlueDart,Autumn,5,2,0,0
Ahmedabad,Pune,713,800,DHL,Monsoon,9,10,1,5
Hyderabad,Mumbai,2533,800,BlueDart,Autumn,7,7,0,0
Delhi,Jaipur,2649,800,DTDC,Autumn,1,10,1,3
Hyderabad,Bangalore,4592,800,FedEx,Autumn,5,6,1,3
Delhi,Bangalore,3919,800,DHL,Winter,8,8,1,4
Delhi,Chennai,4811,800,FedEx,Autumn,8,6,0,0
Delhi,Ahmedabad,1174,800,Delhivery,Winter,2,7,1,3
Bangalore,Chennai,629,350,DHL,Monsoon,7,2,0,0
Delhi,Hyderabad,3076,800,DTDC,Monsoon,10,10,0,0
Chennai,Ahmedabad,4882,800,FedEx,Summer,5,2,0,0
Jaipur,Pune,456,800,BlueDart,Summer,9,6,1,4
Hyderabad,Pune,2347,800,BlueDart,Monsoon,3,9,0,0
Mumbai,Jaipur,218,800,BlueDart,Autumn,1,3,0,0
Pune,Bangalore,2470,800,DHL,Autumn,4,10,0,0
Ahmedabad,Chennai,3452,800,DTDC,Monsoon,7,8,0,0
Lucknow,Hyderabad,2721,800,DTDC,Monsoon,1,5,0,0
Bangalore,Pune,2347,800,DTDC,Summer,2,6,0,0
Mumbai,Lucknow,1301,800,FedEx,Autumn,5,6,0,0
Kolkata,Mumbai,2208,800,DHL,Monsoon,9,10,1,5
Chennai,Jaipur,1410,800,BlueDart,Summer,1,3,0,0
Lucknow,Pune,4960,800,FedEx,Summer,4,5,0,0
Pune,Hyderabad,2665,800,DTDC,Autumn,3,1,0,0
Mumbai,Kolkata,4022,800,BlueDart,Summer,5,2,0,0
Lucknow,Bangalore,714,800,DHL,Summer,5,10,0,0
Mumbai,Chennai,835,800,Delhivery,Winter,10,3,1,4
Chennai,Ahmedabad,1014,800,DTDC,Monsoon,2,4,0,0
Pune,Jaipur,3470,800,DTDC,Autumn,5,9,0,0
Kolkata,Pune,386,800,DTDC,Monsoon,9,1,0,0
Delhi,Mumbai,982,800,DTDC,Winter,5,3,1,3
Hyderabad,Ahmedabad,4223,800,BlueDart,Autumn,10,3,0,0
Kolkata,Pune,3086,800,DHL,Monsoon,2,6,0,0
Delhi,Pune,453,800,FedEx,Summer,7,5,0,0
Bangalore,Lucknow,764,800,BlueDart,Autumn,6,3,0,0
Jaipur,Kolkata,3614,800,DHL,Winter,7,4,1,3
Ahmedabad,Mumbai,4745,800,FedEx,Summer,8,7,0,0
Ahmedabad,Delhi,2181,800,DTDC,Winter,10,3,0,0
Hyderabad,Chennai,2715,800,DHL,Summer,5,9,1,3
Pune,Kolkata,3475,800,DTDC,Monsoon,2,8,1,4
Chennai,Lucknow,2721,800,DHL,Monsoon,7,2,0,0
Pune,Mumbai,2417,800,Delhivery,Monsoon,7,5,1,4
Chennai,Bangalore,632,350,DTDC,Winter,8,4,0,0
Pune,Kolkata,1733,800,DTDC,Autumn,7,5,1,3
Jaipur,Bangalore,3332,800,DTDC,Monsoon,10,3,1,5
Bangalore,Kolkata,1929,1900,BlueDart,Winter,7,10,0,0
Bangalore,Chennai,928,350,FedEx,Summer,9,1,0,0
Delhi,Kolkata,4225,1500,DTDC,Monsoon,8,8,1,6
Lucknow,Mumbai,591,800,DTDC,Summer,2,9,0,0
Bangalore,Jaipur,3891,800,BlueDart,Monsoon,2,8,0,0
Bangalore,Kolkata,1696,1900,BlueDart,Summer,7,4,0,0
Kolkata,Pune,3919,800,Delhivery,Winter,10,2,0,0
Kolkata,Delhi,2009,1500,DHL,Monsoon,10,4,1,5
Delhi,Bangalore,2721,800,DTDC,Winter,3,9,0,0
Lucknow,Hyderabad,410,800,DHL,Winter,1,10,1,2
Hyderabad,Delhi,3658,800,BlueDart,Summer,9,9,0,0
Kolkata,Ahmedabad,2638,800,BlueDart,Monsoon,3,5,1,3
Hyderabad,Delhi,1666,800,Delhivery,Autumn,1,5,1,2
Mumbai,Kolkata,630,800,FedEx,Autumn,6,10,1,4
Kolkata,Pune,256,800,BlueDart,Winter,4,3,1,2
Jaipur,Pune,3349,800,DTDC,Summer,1,6,0,0
Lucknow,Bangalore,3020,800,Delhivery,Summer,4,7,0,0
Delhi,Lucknow,4729,800,FedEx,Summer,8,10,0,0
Mumbai,Bangalore,2378,800,Delhivery,Monsoon,7,9,1,5
Lucknow,Pune,4004,800,BlueDart,Monsoon,1,7,1,3
Jaipur,Pune,1849,800,FedEx,Summer,10,3,0,0
Lucknow,Chennai,2913,800,DHL,Autumn,9,7,1,4
Jaipur,Mumbai,4405,800,FedEx,Autumn,6,1,0,0
Jaipur,Mumbai,4508,800,DTDC,Monsoon,2,2,1,3
Hyderabad,Delhi,3701,800,DHL,Summer,3,4,0,0
Pune,Lucknow,3851,800,DHL,Autumn,7,7,1,3
Mumbai,Bangalore,4358,800,DTDC,Autumn,3,9,1,3
Lucknow,Delhi,1402,800,DHL,Monsoon,3,5,0,0
Chennai,Ahmedabad,3760,800,BlueDart,Monsoon,5,8,1,4
Mumbai,Pune,4265,800,FedEx,Autumn,3,7,0,0
Pune,Ahmedabad,3018,800,FedEx,Summer,3,5,0,0
Mumbai,Lucknow,4310,800,DTDC,Autumn,5,3,0,0
Bangalore,Ahmedabad,3348,800,BlueDart,Autumn,5,3,0,0
Chennai,Jaipur,3524,800,DHL,Summer,9,6,1,4
Pune,Hyderabad,4963,800,FedEx,Monsoon,1,10,0,0
Hyderabad,Delhi,769,800,FedEx,Summer,1,4,1,2
Lucknow,Mumbai,2778,800,FedEx,Summer,9,3,0,0
Ahmedabad,Kolkata,3098,800,FedEx,Summer,5,4,0,0
Pune,Lucknow,2125,800,Delhivery,Summer,4,3,0,0
Delhi,Jaipur,4238,800,DTDC,Monsoon,2,10,1,4
Lucknow,Chennai,1733,800,DHL,Autumn,9,6,0,0
Pune,Kolkata,2976,800,DHL,Winter,6,7,0,0
Bangalore,Hyderabad,439,800,DTDC,Monsoon,9,4,0,0
Ahmedabad,Hyderabad,2365,800,BlueDart,Summer,5,3,0,0
Bangalore,Chennai,2469,350,DTDC,Autumn,4,3,1,2
Ahmedabad,Kolkata,4202,800,FedEx,Autumn,7,3,0,0
Delhi,Bangalore,1728,800,FedEx,Summer,5,9,0,0
Lucknow,Mumbai,1275,800,DTDC,Monsoon,8,3,1,4
Hyderabad,Mumbai,1318,800,DTDC,Summer,8,3,1,3
Bangalore,Pune,1060,800,DHL,Autumn,2,8,0,0
Bangalore,Delhi,3483,800,DHL,Autumn,5,4,0,0
Jaipur,Chennai,2259,800,Delhivery,Monsoon,10,7,1,5
Ahmedabad,Kolkata,2819,800,Delhivery,Winter,8,3,0,0
Kolkata,Pune,2931,800,FedEx,Summer,3,8,0,0
Lucknow,Delhi,4686,800,Delhivery,Winter,7,3,0,0
Ahmedabad,Hyderabad,4051,800,Delhivery,Autumn,3,5,0,0
Jaipur,Mumbai,2427,800,BlueDart,Winter,6,1,0,0
Mumbai,Pune,542,800,DTDC,Summer,2,5,1,2
Ahmedabad,Lucknow,908,800,DHL,Summer,6,6,0,0
Hyderabad,Kolkata,2664,800,Delhivery,Autumn,6,7,1,3
Lucknow,Kolkata,1479,800,DHL,Monsoon,8,2,0,0
Jaipur,Chennai,2930,800,Delhivery,Monsoon,5,2,1,4
